country,year,cluster,lat,lon,households,wealthpooled,urban_rural,fold
kenya,2015,25,-0.9661,37.1506,25,0.06026553,0.0,D
kenya,2015,26,-1.0294,37.1513,27,0.6323052,-1.0,D
kenya,2015,27,-0.7166,37.1574,25,0.7779381,1.0,D
kenya,2015,28,-0.8993,37.209,23,0.8948824,1.0,D
kenya,2015,29,-1.0619,36.6514,27,0.35664344,0.0,D
kenya,2015,30,-1.0774,36.9898,29,0.384154,0.0,D
kenya,2015,31,-0.8977,36.794,28,0.07347199,0.0,D
kenya,2015,32,-1.1799,36.7254,29,0.50870776,1.0,D
kenya,2015,33,-1.1645,36.641,24,1.1636516,1.0,D
kenya,2015,34,-1.2247,36.7096,28,1.0996354,1.0,D
kenya,2015,35,-1.0684,37.1047,24,1.3480252,1.0,D
kenya,2015,36,-1.2127,36.9188,26,1.1258334,1.0,D
kenya,2015,37,-4.0687,39.6587,23,1.9003831,1.0,E
kenya,2015,38,-4.0257,39.6793,25,0.6031265,1.0,E
kenya,2015,39,-4.0361,39.6742,21,0.7099354,1.0,E
kenya,2015,40,-4.0375,39.621,23,0.5446468,1.0,E
kenya,2015,41,-4.0303,39.5969,26,0.20594452,1.0,E
kenya,2015,42,-4.0967,39.6374,20,0.7399418,1.0,E
kenya,2015,43,-4.3544,39.2172,25,-0.5541565,0.0,E
kenya,2015,44,-4.1983,39.6061,18,0.3303163,0.0,E
kenya,2015,45,-4.2815,39.1574,25,-0.25934163,0.0,E
kenya,2015,46,-4.4555,39.2872,27,-0.39403656,0.0,E
kenya,2015,47,-4.5656,39.149,25,-0.4244419,0.0,E
kenya,2015,48,-4.2558,39.4902,29,-0.48656163,1.0,E
kenya,2015,49,-4.2719,39.5773,23,0.46843702,1.0,E
kenya,2015,50,-4.2921,39.5468,29,0.5430349,1.0,E
kenya,2015,51,-3.8716,39.7147,29,-0.7535786,0.0,E
kenya,2015,52,-3.6113,39.4868,26,-1.157298,0.0,C
kenya,2015,53,-3.8916,39.723,30,-0.6097124,0.0,E
kenya,2015,54,-3.1613,39.9607,25,-0.93685156,0.0,B
kenya,2015,55,-2.9916,40.0469,27,-0.87117034,0.0,A
kenya,2015,56,-3.9416,39.7591,24,1.4181068,1.0,E
kenya,2015,57,-3.8571,39.4721,27,0.61913615,1.0,B
kenya,2015,58,-3.2168,40.1206,27,1.3212813,1.0,E
kenya,2015,59,-3.0504,40.1212,26,0.07114577,1.0,E
kenya,2015,60,-1.395,39.9742,23,-0.44297945,0.0,B
kenya,2015,61,-2.361,40.1776,27,-1.0477252,0.0,E
kenya,2015,62,-0.4767,39.6031,21,-0.64048004,1.0,E
kenya,2015,63,-2.2845,40.1121,23,0.3358712,1.0,B
kenya,2015,64,-2.23,40.8544,25,0.08835558,0.0,B
kenya,2015,65,-2.3452,40.6119,24,-0.3907265,0.0,C
kenya,2015,66,-2.1408,40.998,28,-0.16833776,0.0,E
kenya,2015,67,-2.2664,40.9017,25,1.3029058,1.0,B
kenya,2015,68,-2.2809,40.9022,22,-0.10694421,1.0,B
kenya,2015,69,-3.6611,38.868,27,-0.2515197,0.0,C
kenya,2015,70,-3.4424,38.3632,29,0.38860774,0.0,D
kenya,2015,71,-3.3254,38.3701,28,-0.23684128,0.0,D
kenya,2015,72,-3.1997,37.7159,27,0.6217955,0.0,D
kenya,2015,73,-3.3814,38.5822,26,0.6842725,1.0,D
kenya,2015,74,-3.4177,38.3528,22,1.6007025,1.0,D
kenya,2015,75,-3.3944,37.676,26,1.012141,1.0,E
kenya,2015,76,3.657,37.3536,26,-0.8847149,0.0,E
kenya,2015,77,1.7957,37.4868,24,-1.0237014,0.0,C
kenya,2015,78,2.3152,37.9859,22,0.8584731,1.0,A
kenya,2015,79,3.5303,39.0704,25,0.64574623,1.0,A
kenya,2015,80,0.5925,37.2774,23,-0.06687522,0.0,B
kenya,2015,81,0.734,39.1699,24,0.116020925,0.0,B
kenya,2015,82,0.3594,37.5786,26,0.6267599,1.0,B
kenya,2015,83,0.5261,38.4927,22,0.06671234,1.0,E
kenya,2015,84,0.0286,37.1457,28,0.28109154,0.0,D
kenya,2015,85,0.2505,37.971,29,0.07059258,0.0,D
kenya,2015,86,0.0696,37.6574,25,1.1641523,1.0,D
kenya,2015,87,0.3391,37.9356,24,0.66622424,1.0,D
kenya,2015,88,-0.3006,37.6332,29,0.36900932,0.0,D
kenya,2015,89,-0.1845,38.024,25,-0.4782192,0.0,D
kenya,2015,90,-0.3357,37.6588,18,0.20615767,1.0,D
kenya,2015,91,-0.3362,37.6961,28,-0.53730303,1.0,D
kenya,2015,92,-0.3791,37.4744,30,0.12084305,0.0,D
kenya,2015,93,-0.3833,37.8879,28,-0.5973341,0.0,D
kenya,2015,94,-0.5482,37.4541,24,0.89535207,1.0,D
kenya,2015,95,-0.5388,37.5149,28,-0.072794795,1.0,D
kenya,2015,96,-1.7943,38.2084,25,-0.22396667,0.0,E
kenya,2015,97,-0.2907,38.3558,29,-0.6808966,0.0,E
kenya,2015,98,-1.3794,38.0166,25,1.1668631,1.0,D
kenya,2015,100,-1.4514,37.3415,28,-0.2778224,0.0,D
kenya,2015,101,-1.4224,37.4268,28,-0.01719292,0.0,D
kenya,2015,102,-0.8458,37.2417,30,-0.354298,0.0,D
kenya,2015,103,-1.411,36.9661,28,0.057486206,1.0,D
kenya,2015,104,-1.5102,37.2582,25,1.3821226,1.0,D
kenya,2015,105,-1.2877,37.3914,26,0.0038390302,1.0,D
kenya,2015,106,-1.6513,37.573,30,-0.61787635,0.0,D
kenya,2015,107,-1.9725,37.3617,27,0.23382217,0.0,E
kenya,2015,108,-1.7911,37.3619,23,0.5027849,1.0,E
kenya,2015,109,-1.8089,37.7076,30,-0.4941122,1.0,D
kenya,2015,110,0.1507,39.4416,21,-0.81357825,0.0,D
kenya,2015,111,0.176,40.2451,20,-0.6380263,0.0,D
kenya,2015,112,-0.4264,39.6268,25,1.3144902,1.0,E
kenya,2015,113,-0.4257,39.6678,26,0.7740794,1.0,E
kenya,2015,114,0.2149,40.313,24,-0.45996353,-1.0,D
kenya,2015,115,2.07,39.0302,28,-0.7386311,0.0,A
kenya,2015,116,1.7599,40.0094,27,-0.5985141,1.0,A
kenya,2015,117,1.7356,40.0561,27,0.103528164,1.0,A
kenya,2015,118,3.9256,41.2423,27,-0.463969,0.0,C
kenya,2015,119,3.3299,39.8319,12,-0.53955245,0.0,D
kenya,2015,120,2.8147,40.9394,19,0.58674,1.0,D
kenya,2015,121,3.936,41.856,24,0.26523086,1.0,A
kenya,2015,122,0.097,34.3251,30,-0.32662883,0.0,B
kenya,2015,123,0.0942,34.1608,28,-0.33103654,0.0,B
kenya,2015,124,0.0273,34.0741,25,-0.070785895,0.0,A
kenya,2015,125,-0.1678,34.3809,26,-0.20051354,0.0,B
kenya,2015,126,0.0573,34.2941,27,0.9360531,1.0,B
kenya,2015,127,-0.1296,34.2534,28,-0.036216974,1.0,B
kenya,2015,128,-0.196,34.828,30,-0.5882292,0.0,B
kenya,2015,129,-0.1388,34.9959,29,-0.31678227,0.0,B
kenya,2015,130,-0.3508,34.8723,27,-0.73718596,0.0,B
kenya,2015,131,-0.0838,34.7849,27,1.1029565,1.0,B
kenya,2015,132,-0.0701,34.7198,29,0.28035587,1.0,B
kenya,2015,133,-0.0888,35.127,29,0.80904955,1.0,B
kenya,2015,134,-0.954,34.1485,25,-0.3227096,0.0,D
kenya,2015,135,-0.8511,34.4277,28,-0.5608309,0.0,B
kenya,2015,136,-1.155,34.4107,27,-0.8224083,0.0,B
kenya,2015,137,-1.0642,34.4459,25,0.597861,1.0,B
kenya,2015,138,-0.8945,34.5319,29,1.6180776,1.0,B
kenya,2015,139,-0.7733,34.2383,26,-0.61677295,0.0,C
kenya,2015,140,-0.4863,34.3698,28,-0.5821452,0.0,C
kenya,2015,141,-0.4199,34.6361,28,-0.29950228,0.0,B
kenya,2015,142,-0.5051,34.6296,27,-0.51785743,0.0,B
kenya,2015,143,-0.5343,34.4402,23,0.3173454,1.0,C
kenya,2015,144,-0.5312,34.178,26,-0.06930571,1.0,C
kenya,2015,145,-0.5635,34.8101,30,-0.58065593,0.0,B
kenya,2015,146,-0.884,34.8105,28,-0.58895385,0.0,B
kenya,2015,147,-0.7655,34.6292,27,-0.4973531,0.0,B
kenya,2015,148,-0.6435,34.7598,27,0.55031246,1.0,B
kenya,2015,149,-0.8142,34.909,28,-0.3551369,1.0,B
kenya,2015,150,-0.7072,35.0208,28,-0.19357401,0.0,B
kenya,2015,151,-0.5558,34.9869,26,-0.26406607,0.0,B
kenya,2015,152,-0.6435,34.874,19,0.017556857,0.0,B
kenya,2015,153,-0.6088,34.9541,30,-0.022322807,1.0,B
kenya,2015,154,-0.5877,34.94,29,-0.22102319,1.0,B
kenya,2015,155,3.2039,35.2453,20,-1.0003333,0.0,C
kenya,2015,156,2.3206,35.634,21,-1.165314,0.0,D
kenya,2015,157,3.1112,35.6082,20,0.16675556,1.0,C
kenya,2015,158,4.2181,34.3435,16,-0.42179304,1.0,A
kenya,2015,159,1.6022,35.2453,25,-1.0667946,0.0,A
kenya,2015,160,1.9071,35.2847,30,-1.1188627,0.0,B
kenya,2015,161,1.3832,35.4268,29,-0.64023006,0.0,E
kenya,2015,162,1.2907,35.1701,29,-0.68422306,1.0,B
kenya,2015,163,1.2526,35.0934,30,-0.09099209,1.0,B
kenya,2015,164,0.8753,36.8042,21,-0.9237183,0.0,D
kenya,2015,165,1.6576,37.2122,24,-1.1621311,0.0,A
kenya,2015,166,1.0972,36.6968,19,1.0925161,1.0,D
kenya,2015,167,0.5809,37.4998,26,0.9034964,1.0,A
kenya,2015,168,0.8653,34.8381,30,-0.5084389,0.0,B
kenya,2015,169,1.0174,35.1686,28,-0.19250917,0.0,B
kenya,2015,170,1.1303,34.9312,29,-0.2662869,0.0,B
kenya,2015,171,1.0223,34.9904,28,1.39583,-1.0,B
kenya,2015,172,1.0435,34.9706,28,0.60750115,1.0,B
kenya,2015,173,0.3444,36.2229,25,-0.7667299,0.0,A
kenya,2015,175,0.1735,36.106,28,-0.7292359,0.0,E
kenya,2015,176,0.4874,35.7434,26,1.0932506,1.0,D
kenya,2015,177,0.0469,35.7278,24,0.6554768,1.0,C
kenya,2015,178,0.761,35.1483,27,0.49253193,0.0,B
kenya,2015,179,0.1872,35.5524,30,-0.23255235,0.0,C
kenya,2015,180,0.3146,35.328,29,-0.32609463,0.0,E
kenya,2015,181,0.8683,35.1161,26,0.72866935,1.0,B
kenya,2015,182,0.5282,35.2561,27,0.85726035,1.0,B
kenya,2015,183,0.542,35.3168,25,1.1397505,1.0,B
kenya,2015,184,0.9899,35.4591,29,-0.16246325,0.0,C
kenya,2015,185,0.2985,35.7014,28,-0.3622834,0.0,C
kenya,2015,186,0.9894,35.5471,23,0.78693897,1.0,C
kenya,2015,187,0.6377,35.4742,29,-0.03915505,1.0,C
kenya,2015,188,0.4786,35.146,28,-0.15313931,0.0,B
kenya,2015,189,0.0567,35.2198,29,-0.36451754,0.0,B
kenya,2015,190,0.0209,34.8118,27,-0.36085728,0.0,B
kenya,2015,191,0.193,35.0756,24,0.16448545,1.0,B
kenya,2015,192,0.2226,35.1717,28,-0.233476,1.0,B
kenya,2015,193,-0.1518,36.9425,24,-0.0707346,0.0,D
kenya,2015,194,0.5275,36.553,29,-1.2167108,0.0,A
kenya,2015,195,0.274,36.5405,29,0.5998161,0.0,B
kenya,2015,196,0.0214,37.0755,29,1.3288053,1.0,D
kenya,2015,197,0.0359,36.3551,29,1.3954879,1.0,A
kenya,2015,198,-0.0639,36.0784,25,-0.5733448,0.0,E
kenya,2015,199,-0.8689,36.5093,27,0.53374773,0.0,D
kenya,2015,200,-0.285,35.7718,17,0.3796836,0.0,A
kenya,2015,201,-0.3912,35.9059,27,-0.5228573,0.0,E
kenya,2015,202,-0.2982,36.049,26,0.8758702,1.0,E
kenya,2015,203,-0.3023,36.0645,28,1.348355,1.0,E
kenya,2015,204,-0.9898,36.593,25,0.9665928,1.0,D
kenya,2015,205,-0.7411,36.5114,30,0.16347454,1.0,D
kenya,2015,206,-1.5116,35.8646,21,0.6518867,0.0,C
kenya,2015,207,-0.9791,35.7544,26,-0.5650029,0.0,B
kenya,2015,208,-1.0426,35.1356,29,-0.6840284,0.0,B
kenya,2015,209,-1.0804,35.8602,28,0.61413866,1.0,A
kenya,2015,210,-1.0835,35.8975,24,0.904038,1.0,A
kenya,2015,211,-2.1283,36.7013,26,-0.4837144,0.0,E
kenya,2015,212,-1.6821,36.8861,30,0.46125787,0.0,B
kenya,2015,213,-1.483,36.9592,26,1.14857,1.0,D
kenya,2015,214,-1.3917,36.7619,26,1.2017083,1.0,D
kenya,2015,215,-0.1314,35.4828,24,-0.47580376,0.0,B
kenya,2015,216,-0.58,35.141,27,-0.14100836,0.0,B
kenya,2015,217,-0.3488,35.2675,22,0.7154562,1.0,B
kenya,2015,218,-0.1656,35.5892,22,0.7345304,1.0,B
kenya,2015,219,-0.5248,35.213,27,-0.29738197,0.0,B
kenya,2015,220,-0.6894,35.1806,28,-0.49419898,0.0,B
kenya,2015,221,-0.8238,35.4767,30,-0.4991953,0.0,B
kenya,2015,222,-0.853,35.3341,28,-0.8272834,1.0,B
kenya,2015,223,-0.746,35.3315,29,-0.48413345,1.0,B
kenya,2015,224,0.4482,34.8046,29,-0.50255156,0.0,B
kenya,2015,225,0.2197,34.8068,27,-0.47775432,0.0,B
kenya,2015,226,0.6197,34.934,27,-0.2100703,0.0,B
kenya,2015,227,0.3153,34.5294,29,-0.49997988,0.0,B
kenya,2015,228,0.1429,34.5278,28,-0.5315973,0.0,B
kenya,2015,229,0.3067,34.7588,24,0.6532713,1.0,B
kenya,2015,230,0.359,34.4866,25,1.5480137,1.0,B
kenya,2015,231,0.039,34.6752,30,-0.6317225,0.0,B
kenya,2015,232,0.0587,34.6224,28,-0.7001101,0.0,B
kenya,2015,233,0.1172,34.8197,26,-0.48996013,0.0,B
kenya,2015,234,0.0937,34.6979,27,-0.41075796,1.0,B
kenya,2015,235,0.0776,34.7302,29,0.7570649,1.0,B
kenya,2015,236,0.678,34.4933,28,-0.28718108,0.0,B
kenya,2015,237,0.6358,34.7187,25,0.18027084,0.0,B
kenya,2015,238,0.731,34.5306,30,-0.41587737,0.0,B
kenya,2015,239,0.9401,34.7304,29,-0.6814421,0.0,B
kenya,2015,240,0.8297,34.7562,28,-0.815177,1.0,B
kenya,2015,241,0.8314,34.7265,30,-0.45596611,1.0,B
kenya,2015,242,0.5796,34.3723,28,-0.71577984,0.0,B
kenya,2015,243,0.6165,34.2505,27,-0.36744875,0.0,B
kenya,2015,244,0.5443,34.2366,27,-0.41235667,0.0,B
kenya,2015,245,0.625,34.2844,25,0.8206658,1.0,B
kenya,2015,246,0.474,34.1363,29,-0.1390372,1.0,B
lesotho,2009,1,-29.9362,27.5207,24,-0.5078503,0.0,E
lesotho,2009,2,-30.2827,28.1378,24,-0.54924834,0.0,E
lesotho,2009,3,-29.5123,27.7165,25,-0.115441784,0.0,E
lesotho,2009,4,-29.5805,27.5457,24,-0.24374186,0.0,E
lesotho,2009,5,-29.2882,27.5755,25,0.3593587,1.0,E
lesotho,2009,6,-29.4859,28.8155,24,-0.8735698,0.0,D
lesotho,2009,7,-28.8842,28.072,24,-0.10265161,0.0,E
lesotho,2009,8,-29.8637,27.2262,23,-0.15390897,0.0,E
lesotho,2009,9,-28.6895,28.4789,23,-0.29016483,0.0,E
lesotho,2009,10,-29.6362,27.766,24,-0.1955179,0.0,E
lesotho,2009,11,-29.0777,28.5319,24,-1.0911175,0.0,E
lesotho,2009,12,-29.3172,27.5185,24,0.45892423,1.0,E
lesotho,2009,13,-29.9165,27.6368,23,-0.48068556,0.0,E
lesotho,2009,14,-28.6302,28.455,24,-0.03953215,0.0,E
lesotho,2009,15,-30.1124,28.687,24,0.59205335,1.0,E
lesotho,2009,16,-29.0788,27.8104,21,-0.18979438,0.0,E
lesotho,2009,17,-29.9203,28.6459,24,-0.5793286,0.0,E
lesotho,2009,18,-28.9124,27.9046,23,0.062270824,1.0,E
lesotho,2009,19,-29.1933,28.6997,24,-1.1138029,0.0,D
lesotho,2009,20,-30.2459,27.7257,23,-0.5560736,0.0,E
lesotho,2009,21,-29.2999,27.555,19,0.91749656,1.0,E
lesotho,2009,22,-29.0136,28.9782,24,-0.5752489,0.0,C
lesotho,2009,23,-29.3505,27.4879,25,0.5373423,1.0,E
lesotho,2009,24,-30.4015,27.7268,25,0.26039132,1.0,E
lesotho,2009,25,-29.3456,27.5153,20,0.875722,1.0,E
lesotho,2009,26,-29.0034,28.1748,24,-0.1908691,0.0,E
lesotho,2009,27,-29.9592,27.8213,23,-0.88181764,0.0,C
lesotho,2009,28,-29.8293,27.2129,23,0.32271895,1.0,E
lesotho,2009,29,-30.0872,27.906,25,-0.9692097,0.0,E
lesotho,2009,30,-28.6956,28.4408,23,-0.45985022,0.0,E
lesotho,2009,31,-30.008,28.3302,24,-0.5197032,0.0,E
lesotho,2009,32,-29.7074,27.5125,25,-0.45049006,0.0,E
lesotho,2009,33,-29.3487,27.4935,24,0.0744971,1.0,E
lesotho,2009,34,-29.4758,28.1673,23,-0.32943252,0.0,E
lesotho,2009,35,-29.8203,28.6691,25,-1.0293612,0.0,E
lesotho,2009,36,-30.1336,27.4781,24,0.8799743,1.0,E
lesotho,2009,37,-28.7221,28.2998,22,-0.10162458,0.0,E
lesotho,2009,38,-29.9853,27.6397,23,-0.6755838,0.0,E
lesotho,2009,39,-29.3301,28.7909,24,-0.5927088,0.0,D
lesotho,2009,40,-29.4112,27.7557,25,0.17304607,0.0,E
lesotho,2009,41,-29.2897,29.2012,25,-0.5815032,0.0,D
lesotho,2009,42,-30.0897,28.4325,22,-0.5496474,0.0,E
lesotho,2009,43,-29.2859,27.5283,23,0.7284571,1.0,E
lesotho,2009,44,-28.9312,27.9977,24,-0.21767744,0.0,E
lesotho,2009,45,-30.1298,28.6836,25,0.2238556,1.0,E
lesotho,2009,46,-29.351,27.4907,23,0.26499197,1.0,E
lesotho,2009,47,-30.5586,27.7535,22,-0.7296747,0.0,E
lesotho,2009,48,-29.733,27.1206,24,-0.07047917,0.0,E
lesotho,2009,49,-29.6739,27.4977,22,-0.34274033,0.0,E
lesotho,2009,50,-29.5135,27.8562,23,-0.5216224,0.0,C
lesotho,2009,51,-28.7449,28.4715,24,0.1738014,0.0,E
lesotho,2009,52,-29.07,27.962,23,-0.47510627,0.0,E
lesotho,2009,53,-30.4871,27.8559,22,-0.88331395,0.0,E
lesotho,2009,54,-28.8577,28.0592,22,1.5540342,1.0,E
lesotho,2009,55,-30.3116,27.7121,22,-0.31142265,0.0,E
lesotho,2009,56,-30.3399,27.5306,23,-0.11157728,0.0,E
lesotho,2009,57,-29.6537,28.2381,25,-1.0173053,0.0,E
lesotho,2009,58,-29.3558,27.5043,23,0.62248224,1.0,E
lesotho,2009,59,-29.1899,28.8849,24,-0.56248426,0.0,D
lesotho,2009,60,-29.0492,27.7642,24,-0.10859484,0.0,E
lesotho,2009,61,-29.3522,28.9242,25,-0.47511846,0.0,D
lesotho,2009,62,-29.9734,28.0582,25,-0.9130269,0.0,E
lesotho,2009,63,-30.0402,27.8911,25,-0.62076604,0.0,E
lesotho,2009,64,-30.172,28.0963,24,-0.41648003,0.0,E
lesotho,2009,65,-29.8301,27.4686,24,-0.39454865,0.0,E
lesotho,2009,66,-29.3697,27.4846,23,0.4073133,1.0,E
lesotho,2009,67,-28.7845,28.2471,22,0.35956928,1.0,E
lesotho,2009,68,-28.8978,28.3253,23,-0.44714814,0.0,E
lesotho,2009,69,-29.8961,29.0487,24,-0.34162045,0.0,E
lesotho,2009,70,-28.7674,28.3255,24,-0.23568457,0.0,E
lesotho,2009,71,-30.385,27.6847,24,-0.16348808,1.0,E
lesotho,2009,72,-29.1379,28.018,25,0.08054699,0.0,E
lesotho,2009,73,-28.8634,28.1606,25,-0.0794079,0.0,E
lesotho,2009,74,-29.1916,27.8198,17,-0.33407754,0.0,E
lesotho,2009,75,-28.7945,28.2554,23,-0.11265981,0.0,E
lesotho,2009,76,-29.3799,28.9864,24,-0.49552932,0.0,D
lesotho,2009,77,-28.9047,28.2343,24,-0.40940672,0.0,E
lesotho,2009,78,-29.1104,27.876,23,-0.2607138,0.0,E
lesotho,2009,79,-29.0406,28.0883,23,-0.50009817,0.0,E
lesotho,2009,80,-30.1814,27.4743,24,-0.16610284,1.0,E
lesotho,2009,81,-28.7259,28.4384,20,-0.56192476,0.0,E
lesotho,2009,82,-29.4211,27.5544,25,0.58895683,0.0,E
lesotho,2009,83,-29.6363,27.2059,25,-0.04517922,0.0,E
lesotho,2009,84,-28.6806,28.4383,24,-0.06050106,0.0,E
lesotho,2009,85,-29.2232,28.9904,25,-0.96828586,0.0,D
lesotho,2009,86,-29.3764,28.9098,24,-0.72336453,0.0,D
lesotho,2009,87,-29.3121,27.4764,24,0.20847103,1.0,E
lesotho,2009,88,-28.9106,28.6482,25,-0.89491224,0.0,D
lesotho,2009,89,-29.302,27.7769,25,-0.2677684,0.0,E
lesotho,2009,90,-29.8902,27.2842,23,-0.120247364,0.0,E
lesotho,2009,91,-30.1848,28.2236,25,-0.80033153,0.0,E
lesotho,2009,92,-29.5089,28.1799,24,-0.62310636,0.0,E
lesotho,2009,93,-30.0547,28.4416,25,-0.45979133,0.0,E
lesotho,2009,94,-29.6993,28.5272,25,-0.83959013,0.0,E
lesotho,2009,95,-30.0706,28.7117,24,-0.5656578,0.0,E
lesotho,2009,96,-29.8728,28.7479,23,-1.1743749,0.0,E
lesotho,2009,97,-29.6422,28.0433,22,-0.89313054,0.0,A
lesotho,2009,98,-30.3362,27.822,22,-0.44661748,0.0,E
lesotho,2009,100,-28.6309,28.5012,23,-0.33164567,0.0,E
lesotho,2009,101,-29.0492,27.9675,22,-0.13451748,0.0,E
lesotho,2009,102,-30.1968,27.8177,23,-0.3731762,0.0,E
lesotho,2009,103,-29.9144,27.6679,23,-0.5650235,0.0,E
lesotho,2009,104,-30.0103,27.2558,20,0.20351309,0.0,E
lesotho,2009,105,-29.3965,28.6465,24,-0.88822335,0.0,D
lesotho,2009,106,-29.2182,27.7305,23,-0.25798658,0.0,E
lesotho,2009,107,-30.1923,27.4306,23,-0.054133937,0.0,E
lesotho,2009,108,-28.7647,28.2562,24,0.15970895,0.0,E
lesotho,2009,109,-29.2975,29.1888,24,-0.7018308,0.0,D
lesotho,2009,110,-30.1505,28.0066,21,-0.75032574,0.0,E
lesotho,2009,111,-28.9883,28.0963,25,-0.07953479,0.0,E
lesotho,2009,112,-28.6423,28.4148,24,0.16747057,0.0,E
lesotho,2009,113,-29.7109,28.6432,25,-0.66745156,0.0,E
lesotho,2009,114,-29.1567,27.7384,22,1.1044302,1.0,E
lesotho,2009,115,-30.0252,27.4082,23,-0.2184317,0.0,E
lesotho,2009,116,-29.6905,28.6983,26,-0.71699494,0.0,E
lesotho,2009,117,-29.5795,28.8587,25,-0.7391808,0.0,D
lesotho,2009,118,-29.2389,27.559,24,0.2247669,0.0,E
lesotho,2009,119,-29.5225,28.9557,25,-0.94298947,0.0,D
lesotho,2009,120,-28.7558,28.2532,21,1.8050922,1.0,E
lesotho,2009,121,-30.0695,28.6409,24,0.030581301,0.0,E
lesotho,2009,122,-29.9904,28.4409,24,-0.5190961,0.0,E
lesotho,2009,124,-30.4789,27.6491,24,-0.67799735,0.0,E
lesotho,2009,125,-29.1037,29.1116,24,-1.0720197,0.0,D
lesotho,2009,126,-29.6045,27.2914,24,-0.3123965,0.0,E
lesotho,2009,127,-28.8068,28.1732,25,-0.1378596,0.0,E
lesotho,2009,128,-30.123,28.6787,23,1.1835964,1.0,E
lesotho,2009,129,-29.3012,29.0656,25,-0.25671962,1.0,D
lesotho,2009,130,-30.1824,28.1871,25,-0.39509684,0.0,E
lesotho,2009,131,-28.7953,28.1021,24,-0.063054465,0.0,E
lesotho,2009,132,-29.3484,27.4434,23,0.52896273,1.0,E
lesotho,2009,133,-29.1453,27.6546,24,-0.08402729,0.0,E
lesotho,2009,134,-29.7053,28.3073,25,-0.39104635,0.0,E
lesotho,2009,135,-29.747,27.5999,24,-0.35271117,0.0,E
lesotho,2009,136,-30.1574,27.4445,22,0.85050887,1.0,E
lesotho,2009,137,-29.9363,28.4646,21,-0.7683346,0.0,E
lesotho,2009,138,-30.3932,27.8448,23,-0.59597105,0.0,E
lesotho,2009,139,-29.8295,27.2508,18,0.7210453,1.0,E
lesotho,2009,140,-29.1372,29.0191,25,-0.6358023,0.0,D
lesotho,2009,141,-28.8011,28.4708,23,-0.36156723,0.0,E
lesotho,2009,142,-29.2021,28.861,25,-0.10066806,0.0,D
lesotho,2009,143,-29.8052,27.2415,18,0.3534188,1.0,E
lesotho,2009,144,-29.2027,29.1349,23,-0.7179447,0.0,D
lesotho,2009,145,-29.3081,28.9229,22,-0.6068652,0.0,D
lesotho,2009,146,-29.0795,28.4349,25,-0.5771519,0.0,E
lesotho,2009,147,-28.7502,28.3465,22,0.08583951,0.0,E
lesotho,2009,148,-28.7133,28.3846,22,0.1508331,0.0,E
lesotho,2009,149,-28.8766,27.9238,23,0.4725843,1.0,E
lesotho,2009,150,-30.1511,27.4771,24,1.2393737,1.0,E
lesotho,2009,151,-28.8909,27.9011,20,0.5989041,1.0,E
lesotho,2009,152,-29.0592,27.7879,20,-0.08354834,0.0,E
lesotho,2009,153,-28.7454,28.4564,24,-0.1086947,0.0,E
lesotho,2009,154,-29.3872,28.5366,25,-0.5250578,0.0,D
lesotho,2009,155,-29.3882,27.5106,23,0.66638345,1.0,E
lesotho,2009,156,-29.3216,27.4766,24,1.9920651,1.0,E
lesotho,2009,157,-28.769,28.2594,21,0.529117,1.0,E
lesotho,2009,158,-30.057,28.5011,23,-0.861713,0.0,E
lesotho,2009,159,-30.1102,28.6578,25,0.41414663,1.0,E
lesotho,2009,160,-29.6027,28.6554,25,-0.7396794,0.0,D
lesotho,2009,161,-29.0025,28.2351,15,0.3066429,0.0,E
lesotho,2009,162,-28.7767,28.3607,22,-0.40179318,0.0,E
lesotho,2009,163,-28.9837,28.1464,22,-0.04177315,0.0,E
lesotho,2009,164,-29.0715,28.0693,25,-0.18809356,0.0,E
lesotho,2009,165,-29.3432,27.4872,25,0.5847924,1.0,E
lesotho,2009,166,-29.2898,29.0654,25,0.7718674,1.0,D
lesotho,2009,167,-29.1221,27.8045,23,-0.16808642,0.0,E
lesotho,2009,168,-29.225,29.0132,23,-0.31220844,0.0,D
lesotho,2009,169,-29.9471,27.3324,25,-0.26751077,0.0,E
lesotho,2009,170,-29.5417,29.061,25,-0.93030125,0.0,D
lesotho,2009,171,-30.057,27.4384,24,-0.45699704,0.0,E
lesotho,2009,172,-30.0688,27.4541,21,0.1006523,0.0,E
lesotho,2009,173,-29.4538,27.7836,22,0.49645972,0.0,E
lesotho,2009,174,-29.1191,29.0292,24,-0.87953365,0.0,D
lesotho,2009,175,-30.3678,27.8421,24,-0.71743995,0.0,E
lesotho,2009,176,-30.424,27.8022,24,-0.1341489,0.0,E
lesotho,2009,177,-29.2878,29.0415,24,0.081728905,1.0,D
lesotho,2009,178,-29.3185,27.518,23,0.5002038,1.0,E
lesotho,2009,179,-30.1039,27.5068,24,-0.11477895,0.0,E
lesotho,2009,180,-30.0187,28.6589,24,-0.73607147,0.0,E
lesotho,2009,181,-30.0848,28.3696,24,0.050159726,0.0,E
lesotho,2009,182,-29.3203,27.5945,24,0.5818752,0.0,E
lesotho,2009,183,-29.4299,28.7251,25,-0.81849396,0.0,D
lesotho,2009,184,-30.0759,27.5014,24,-0.27255067,0.0,E
lesotho,2009,185,-29.0123,28.5915,25,-0.7571037,0.0,E
